euro	
rupie	rupier
dollar
pund
nyzeeländsk dollar	nyzeeländska dollar
schweizisk franc	schweiziska francer
franc	francer
dansk krona	danska kronor
finsk mark	finska mark
tjeckisk krona	tjeckiska kronor
costaricansk colón	costaricanska colón
arubansk florin	arubanska floriner
Norsk krone	Norska kroner
krona	kronor
real	realer
amerikansk dollar	amerikanska dollar
australisk dollar	australiska dollar
bahamansk dollar	bahamanska dollar
barbadisk dollar	barbadiska dollar
belizisk dollar	beliziska dollar
bermudisk dollar	bermudiska dollar
bruneisk dollar	bruneiska dollar
caymansk dollar	caymanska dollar
fijidollar
guyansk dollar	guyanska dollar
hongkongdollar
jamaicansk dollar	jamaicanska dollar
kanadensisk dollar	kanadensiska dollar
liberiansk dollar	liberianska dollar
namibisk dollar	namibiska dollar
salomondollar
singaporiansk dollar	singaporianska dollar
surinamesisk dollar	surinamesiska dollar
taiwanesisk dollar	taiwanesiska dollar
trinidaddollar
tuvaluansk dollar	tuvaluanska dollar
zimbabwisk dollar	zimbabwiska dollar
östkaribisk dollar	östkaribiska dollar
sydkoreansk won	sydkoreanska won
won
salvadoransk colón	salvadoranska colón
colón
costaricansk colón	costaricanska colón
