eins	1
eine	1
zwei	2
drei	3
vier	4
fünf	5
sechs	6
sieben	7
acht	8
neun	9
zehn	10
elf	11
zwölf	12
dreizehn	13
vierzehn	14
fünfzehn	15
sechzehn	16
siebzehn	17
achtzehn	18
neunzehn	19
zwanzig	20
ein und zwanzig	21
einundzwanzig	21
zwei und zwanzig	22
zweiundzwanzig	22
drei und zwanzig	23
dreiundzwanzig	23
vier und zwanzig	24
vierundzwanzig	24
fünf und zwanzig	25
fünfundzwanzig	25
sechs und zwanzig	26
sechsundzwanzig	26
sieben und zwanzig	27
siebenundzwanzig	27
acht und zwanzig	28
achtundzwanzig	28
neun und zwanzig	29
neunundzwanzig	29
dreißig	30
ein und dreißig	31
einunddreißig	31
zwei und dreißig	32
zweiunddreißig	32
drei und dreißig	33
dreiunddreißig	33
vier und dreißig	34
vierunddreißig	34
fünf und dreißig	35
fünfunddreißig	35
sechs und dreißig	36
sechsunddreißig	36
sieben und dreißig	37
siebenunddreißig	37
acht und dreißig	38
achtunddreißig	38
neun und dreißig	39
neununddreißig	39
vierzig	40
ein und vierzig	41
einundvierzig	41
zwei und vierzig	42
zweiundvierzig	42
drei und vierzig	43
dreiundvierzig	43
vier und vierzig	44
vierundvierzig	44
fünf und vierzig	45
fünfundvierzig	45
sechs und vierzig	46
sechsundvierzig	46
sieben und vierzig	47
siebenundvierzig	47
acht und vierzig	48
achtundvierzig	48
neun und vierzig	49
neunundvierzig	49
fünfzig	50
ein und fünfzig	51
einundfünfzig	51
zwei und fünfzig	52
zweiundfünfzig	52
drei und fünfzig	53
dreiundfünfzig	53
vier und fünfzig	54
vierundfünfzig	54
fünf und fünfzig	55
fünfundfünfzig	55
sechs und fünfzig	56
sechsundfünfzig	56
sieben und fünfzig	57
siebenundfünfzig	57
acht und fünfzig	58
achtundfünfzig	58
neun und fünfzig	59
neunundfünfzig	59
sechzig	60
ein und sechzig	61
einundsechzig	61
zwei und sechzig	62
zweiundsechzig	62
drei und sechzig	63
dreiundsechzig	63
vier und sechzig	64
vierundsechzig	64
fünf und sechzig	65
fünfundsechzig	65
sechs und sechzig	66
sechsundsechzig	66
sieben und sechzig	67
siebenundsechzig	67
acht und sechzig	68
achtundsechzig	68
neun und sechzig	69
neunundsechzig	69
siebzig	70
ein und siebzig	71
einundsiebzig	71
zwei und siebzig	72
zweiundsiebzig	72
drei und siebzig	73
dreiundsiebzig	73
vier und siebzig	74
vierundsiebzig	74
fünf und siebzig	75
fünfundsiebzig	75
sechs und siebzig	76
sechsundsiebzig	76
sieben und siebzig	77
siebenundsiebzig	77
acht und siebzig	78
achtundsiebzig	78
neun und siebzig	79
neunundsiebzig	79
achtzig	80
ein und achtzig	81
einundachtzig	81
zwei und achtzig	82
zweiundachtzig	82
drei und achtzig	83
dreiundachtzig	83
vier und achtzig	84
vierundachtzig	84
fünf und achtzig	85
fünfundachtzig	85
sechs und achtzig	86
sechsundachtzig	86
sieben und achtzig	87
siebenundachtzig	87
acht und achtzig	88
achtundachtzig	88
neun und achtzig	89
neunundachtzig	89
neunzig	90
ein und neunzig	91
einundneunzig	91
zwei und neunzig	92
zweiundneunzig	92
drei und neunzig	93
dreiundneunzig	93
vier und neunzig	94
vierundneunzig	94
fünf und neunzig	95
fünfundneunzig	95
sechs und neunzig	96
sechsundneunzig	96
sieben und neunzig	97
siebenundneunzig	97
acht und neunzig	98
achtundneunzig	98
neun und neunzig	99
neunundneunzig	99
