primero	uno
primera	uno
primer	uno
segundo	dos
segunda	dos
tercero	tres
tercera	tres
tercer	tres
cuarto	cuatro
cuarta	cuatro
quinto	cinco
quinta	cinco
sexto	seis
sexta	seis
séptimo	siete
séptima	siete
sétimo	siete
sétima	siete
octavo	ocho
octava	ocho
noveno	nueve
novena	nueve
