décimo	diez
décima	diez
decimoprimero	once
decimoprimera	once
decimoprimer	once
undécimo	once
undécima	once
decimosegundo	doce
decimosegunda	doce
duodécimo	doce
duodécima	doce
decimotercero	trece
decimotercera	trece
decimotercer	trece
decimocuarto	catorce
decimocuarta	catorce
decimoquinto	quince
decimoquinta	quince
decimosexto	dieciséis
decimosexta	dieciséis
decimoséptimo	diecisiete
decimoséptima	diecisiete
decimoctavo	dieciocho
decimoctava	dieciocho
decimonoveno	diecinueve
decimonovena	diecinueve
