14		0.73644		3666
3		0.08497		423
21		0.05123		255
6		0.03154		157
0		0.02953		147
1		0.01627		81
19		0.01085		54
24		0.01025		51
15		0.00422		21
8		0.00402		20
13		0.00402		20
11		0.00382		19
20		0.00362		18
9		0.00321		16
17		0.00241		12
23		0.00121		6
25		0.00121		6
7		0.0004		2
22		0.0002		1
5		0.0002		1
10		0.0002		1
2		0.0002		1
