ene.	enero
en.	enero
ENE	enero
febr.	febrero
FEB	febrero
feb.	febrero
mzo.	marzo
mzo	marzo
MAR	marzo
mar.	marzo
abr.	abril
ABR	abril
abr	abril
my.	mayo
MAY	mayo
may.	mayo
may	mayo
jun.	junio
JUN	junio
jun	junio
jul.	julio
JUL	julio
jul	julio
AGO	agosto
ag.	agosto
agt.	agosto
ago.	agosto
set.	septiembre
sept.	septiembre
setbre.	septiembre
sept	septiembre
setbre	septiembre
SEP	septiembre
oct.	octubre
OCT	octubre
oct	octubre
nov.	noviembre
novbre.	noviembre
NOV	noviembre
nov	noviembre
novbre	noviembre
dic.	diciembre
dicbre.	diciembre
DIC	diciembre
