ane	antes de nuestra era
a.n.e.	antes de nuestra era
a. n. e.	antes de nuestra era
aec	antes de la era común
a.e.c	antes de la era común
a. e. c.	antes de la era común
ac	antes de cristo
a.c.	antes de cristo
a. c.	antes de cristo
adc	antes de cristo
a.d.c.	antes de cristo
a. d. c.	antes de cristo
a. de c.	antes de cristo
ajc	antes de jesucristo
a.j.c.	antes de jesucristo
a. j. c.	antes de jesucristo
adjc	antes de jesucristo
a.d.j.c.	antes de jesucristo
a. d. j. c.	antes de jesucristo
a. de j.c.	antes de jesucristo
a. de j. c.	antes de jesucristo
ap	antes del presente
a.p.	antes del presente
a. p.	antes del presente
bp	antes del presente
b.p.	antes del presente
b. p.	antes del presente
ne	nuestra era
n.e.	nuestra era
n. e.	nuestra era
ec	era común
e.c.	era común
e. c.	era común
dc	después de cristo
d.c.	después de cristo
d. c.	después de cristo
ddc	después de cristo
d.d.c	después de cristo
d. d. c.	después de cristo
d. de c.	después de cristo
ddjc	después de jesucristo
d.d.j.c	después de jesucristo
d. d. j. c.	después de jesucristo
d. de j.c.	después de jesucristo
d. de j. c.	después de jesucristo
bc	b c
b.c.	b c
b. c.	b c
ad	a d
a.d.	a d
a. d.	a d
