LU	lunes
lun.	lunes
LUN	lunes
ma.	martes
MA	martes
mar.	martes
mi.	miércoles
mié.	miércoles
miér.	miércoles
MIÉ	miércoles
mié	miércoles
miér	miércoles
ju.	jueves
JU	jueves
jue	jueves
JUE	jueves
vie.	viernes
vier.	viernes
vie	viernes
vier.	viernes
sá.	sábado
sáb	sábado
sáb.	sábado
SÁB	sábado
do.	domingo
dom.	domingo
DOM	domingo
