fiche a deich	30
fiche a haon déag	31
fiche a dó dhéag	32
fiche a trí déag	33
fiche a ceathair déag	34
fiche a cúig déag	35
fiche a sé déag	36
fiche a seacht déag	37
fiche a hocht déag	38
fiche a naoi déag	39
dhá fhichead	40
dhá fhichead a haon	41
dhá fhichead a dó	42
dhá fhichead a trí	43
dhá fhichead a ceathair	44
dhá fhichead a cúig	45
dhá fhichead a sé	46
dhá fhichead a seacht	47
dhá fhichead a hocht	48
dhá fhichead a naoi	49
dhá fhichead a deich	50
dhá fhichead a haon déag 	51
dhá fhichead a dó dhéag	52
dhá fhichead a trí déag	53
dhá fhichead a ceathair déag	54
dhá fhichead a cúig déag	55
dhá fhichead a sé déag	56
dhá fhichead a seacht déag	57
dhá fhichead a hocht déag	58
dhá fhichead a naoi déag	59
trí fichid	60
trí fichid a haon	61
trí fichid a dó	62
trí fichid a trí	63
trí fichid a ceathair	64
trí fichid a cúig	65
trí fichid a sé	66
trí fichid a seacht	67
trí fichid a hocht	68
trí fichid a naoi	69
trí fichid a deich	70
trí fichid a haon déag	71
trí fichid a dó dhéag	72
trí fichid a trí déag	73
trí fichid a ceathair déag	74
trí fichid a cúig déag	75
trí fichid a sé déag	76
trí fichid a seacht déag	77
trí fichid a hocht déag	78
trí fichid a naoi déag	79
ceithre fichid	80
ceithre fichid a haon	81
ceithre fichid a dó	82
ceithre fichid a trí	83
ceithre fichid a ceathair	84
ceithre fichid a cúig	85
ceithre fichid a sé	86
ceithre fichid a seacht	87
ceithre fichid a hocht	88
ceithre fichid a naoi	89
ceithre fichid a deich	90
ceithre fichid a haon déag	91
ceithre fichid a dó dhéag	92
ceithre fichid a trí déag	93
ceithre fichid a ceathair déag	94
ceithre fichid a cúig déag	95
ceithre fichid a sé déag	96
ceithre fichid a seacht déag	97
ceithre fichid a hocht déag	98
ceithre fichid a naoi déag	99
