тысяч	тысяч	0.1
тысяча	тысяча	0.1
тысячи	тысячи	0.1
тыс.	тысячи	0.1
тыс	тысячи	-0.1
миллион	миллион	0.1
миллионов	миллионов	0.1
миллиона	миллиона	0.1
миллиона	миллиона	0.1
млн.	миллиона	0.1
млн	миллиона	-0.1
миллиарда	миллиарда	0.1
миллиард	миллиард	0.1
миллиардов	миллиардов	0.1
млрд.	миллиарда	0.1
млрд	миллиарда	-0.1
