0	нолем
1	одним
1	одному
1	одной
2	двум
3	трем
4	четырем
5	пяти
6	шести
7	семи
8	восьми
9	девяти
10	десяти
11	одиннадцати
12	двенадцати
13	тринадцати
14	четырнадцати
15	пятнадцати
16	шестнадцати
17	семнадцати
18	восемнадцати
19	девятнадцати
20	двадцати
30	тридцати
40	сорока
50	пятидесяти
60	шестидесяти
70	семидесяти
80	восьмидесяти
90	девяноста
100	ста
200	двумстам
300	тремстам
400	четыремстам
500	пятистам
600	шестистам
700	семистам
800	восьмистам
900	девятистам
1000	тысяче
1000	тысячам
1000000	миллиону
1000000	миллионам
1000000000	миллиарду
1000000000	миллиардам
