Model Name,Dataset,Sampling Rate,Model Class,Model Card
nvidia/sr_ssl_flowmatching_16k_430m,Libri-Light,16000Hz,nemo.collections.audio.models.FlowMatchingAudioToAudioModel,`sr_ssl_flowmatching_16k_430m <https://huggingface.co/nvidia/sr_ssl_flowmatching_16k_430m>`_
