cst	CST
c.s.t	CST
cet	CET
c.e.t	CET
pst	PST
p.s.t	PST
est	EST
e.s.t	EST
pt	PT
p.t	PT
et	ET
e.t	ET
gmt	GMT
g.m.t	GMT
